"Bodemgebruik; uitgebreide gebruiksvorm, per gemeente"
""
"";"";"";"Perioden"
"Hardenberg";"||Totaal  bos en open natuurlijk terrein";"ha";"2281"
"Hardenberg";"||Totaal binnenwater";"ha";"487"
"Hardenberg";"||Totaal buitenwater";"ha";""
"Harderwijk";"Totale oppervlakte";"ha";"4827"
"Harderwijk";"Totaal verkeersterrein";"ha";"163"
"Harderwijk";"||Totaal bebouwd terrein";"ha";"978"
"Harderwijk";"||Totaal semi-bebouwd terrein";"ha";"109"
"Harderwijk";"Bouwterrein";"ha";"94"
"Harderwijk";"||Totaal recreatieterrein";"ha";"233"
"Harderwijk";"||Totaal agrarisch terrein";"ha";"867"
"Harderwijk";"||Totaal  bos en open natuurlijk terrein";"ha";"1540"
"Harderwijk";"||Totaal binnenwater";"ha";"938"
"Harderwijk";"||Totaal buitenwater";"ha";""
"Hardinxveld-Giessendam";"Totale oppervlakte";"ha";"1935"
"Hardinxveld-Giessendam";"Totaal verkeersterrein";"ha";"117"
"Hardinxveld-Giessendam";"||Totaal bebouwd terrein";"ha";"352"
"Hardinxveld-Giessendam";"||Totaal semi-bebouwd terrein";"ha";"28"
"Hardinxveld-Giessendam";"Bouwterrein";"ha";"15"
"Hardinxveld-Giessendam";"||Totaal recreatieterrein";"ha";"37"
"Hardinxveld-Giessendam";"||Totaal agrarisch terrein";"ha";"1069"
"Hardinxveld-Giessendam";"||Totaal  bos en open natuurlijk terrein";"ha";"88"
"Hardinxveld-Giessendam";"||Totaal binnenwater";"ha";"245"
"Hardinxveld-Giessendam";"||Totaal buitenwater";"ha";""
"Haren";"Totale oppervlakte";"ha";"5073"
"Haren";"Totaal verkeersterrein";"ha";"149"
"Haren";"||Totaal bebouwd terrein";"ha";"582"
"Haren";"||Totaal semi-bebouwd terrein";"ha";"26"
"Haren";"Bouwterrein";"ha";"8"
"Haren";"||Totaal recreatieterrein";"ha";"226"
"Haren";"||Totaal agrarisch terrein";"ha";"2786"
"Haren";"||Totaal  bos en open natuurlijk terrein";"ha";"769"
"Haren";"||Totaal binnenwater";"ha";"536"
"Haren";"||Totaal buitenwater";"ha";""
"Harenkarspel";"Totale oppervlakte";"ha";""
"Harenkarspel";"Totaal verkeersterrein";"ha";""
"Harenkarspel";"||Totaal bebouwd terrein";"ha";""
"Harenkarspel";"||Totaal semi-bebouwd terrein";"ha";""
"Harenkarspel";"Bouwterrein";"ha";""
"Harenkarspel";"||Totaal recreatieterrein";"ha";""
"Harenkarspel";"||Totaal agrarisch terrein";"ha";""
"Harenkarspel";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Harenkarspel";"||Totaal binnenwater";"ha";""
"Harenkarspel";"||Totaal buitenwater";"ha";""
"Harlingen";"Totale oppervlakte";"ha";"38767"
"Harlingen";"Totaal verkeersterrein";"ha";"108"
"Harlingen";"||Totaal bebouwd terrein";"ha";"500"
"Harlingen";"||Totaal semi-bebouwd terrein";"ha";"112"
"Harlingen";"Bouwterrein";"ha";"70"
"Harlingen";"||Totaal recreatieterrein";"ha";"58"
"Harlingen";"||Totaal agrarisch terrein";"ha";"1676"
"Harlingen";"||Totaal  bos en open natuurlijk terrein";"ha";"40"
"Harlingen";"||Totaal binnenwater";"ha";"87"
"Harlingen";"||Totaal buitenwater";"ha";"36183"
"Harmelen";"Totale oppervlakte";"ha";""
"Harmelen";"Totaal verkeersterrein";"ha";""
"Harmelen";"||Totaal bebouwd terrein";"ha";""
"Harmelen";"||Totaal semi-bebouwd terrein";"ha";""
"Harmelen";"Bouwterrein";"ha";""
"Harmelen";"||Totaal recreatieterrein";"ha";""
"Harmelen";"||Totaal agrarisch terrein";"ha";""
"Harmelen";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Harmelen";"||Totaal binnenwater";"ha";""
"Harmelen";"||Totaal buitenwater";"ha";""
"Hasselt";"Totale oppervlakte";"ha";""
"Hasselt";"Totaal verkeersterrein";"ha";""
"Hasselt";"||Totaal bebouwd terrein";"ha";""
"Hasselt";"||Totaal semi-bebouwd terrein";"ha";""
"Hasselt";"Bouwterrein";"ha";""
"Hasselt";"||Totaal recreatieterrein";"ha";""
"Hasselt";"||Totaal agrarisch terrein";"ha";""
"Hasselt";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Hasselt";"||Totaal binnenwater";"ha";""
"Hasselt";"||Totaal buitenwater";"ha";""
"Hattem";"Totale oppervlakte";"ha";"2416"
"Hattem";"Totaal verkeersterrein";"ha";"169"
"Hattem";"||Totaal bebouwd terrein";"ha";"307"
"Hattem";"||Totaal semi-bebouwd terrein";"ha";"34"
"Hattem";"Bouwterrein";"ha";"19"
"Hattem";"||Totaal recreatieterrein";"ha";"102"
"Hattem";"||Totaal agrarisch terrein";"ha";"1253"
"Hattem";"||Totaal  bos en open natuurlijk terrein";"ha";"443"
"Hattem";"||Totaal binnenwater";"ha";"108"
"Hattem";"||Totaal buitenwater";"ha";""
"Havelte";"Totale oppervlakte";"ha";""
"Havelte";"Totaal verkeersterrein";"ha";""
"Havelte";"||Totaal bebouwd terrein";"ha";""
"Havelte";"||Totaal semi-bebouwd terrein";"ha";""
"Havelte";"Bouwterrein";"ha";""
"Havelte";"||Totaal recreatieterrein";"ha";""
"Havelte";"||Totaal agrarisch terrein";"ha";""
"Havelte";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Havelte";"||Totaal binnenwater";"ha";""
"Havelte";"||Totaal buitenwater";"ha";""
"Hedel";"Totale oppervlakte";"ha";""
"Hedel";"Totaal verkeersterrein";"ha";""
"Hedel";"||Totaal bebouwd terrein";"ha";""
"Hedel";"||Totaal semi-bebouwd terrein";"ha";""
"Hedel";"Bouwterrein";"ha";""
"Hedel";"||Totaal recreatieterrein";"ha";""
"Hedel";"||Totaal agrarisch terrein";"ha";""
"Hedel";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Hedel";"||Totaal binnenwater";"ha";""
"Hedel";"||Totaal buitenwater";"ha";""
"Heel";"Totale oppervlakte";"ha";""
"Heel";"Totaal verkeersterrein";"ha";""
"Heel";"||Totaal bebouwd terrein";"ha";""
"Heel";"||Totaal semi-bebouwd terrein";"ha";""
"Heel";"Bouwterrein";"ha";""
"Heel";"||Totaal recreatieterrein";"ha";""
"Heel";"||Totaal agrarisch terrein";"ha";""
"Heel";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Heel";"||Totaal binnenwater";"ha";""
"Heel";"||Totaal buitenwater";"ha";""
"Heemskerk";"Totale oppervlakte";"ha";"3168"
"Heemskerk";"Totaal verkeersterrein";"ha";"84"
"Heemskerk";"||Totaal bebouwd terrein";"ha";"670"
"Heemskerk";"||Totaal semi-bebouwd terrein";"ha";"22"
"Heemskerk";"Bouwterrein";"ha";"16"
"Heemskerk";"||Totaal recreatieterrein";"ha";"247"
"Heemskerk";"||Totaal agrarisch terrein";"ha";"666"
"Heemskerk";"||Totaal  bos en open natuurlijk terrein";"ha";"1046"
"Heemskerk";"||Totaal binnenwater";"ha";"42"
"Heemskerk";"||Totaal buitenwater";"ha";"392"
"Heemstede";"Totale oppervlakte";"ha";"964"
"Heemstede";"Totaal verkeersterrein";"ha";"47"
"Heemstede";"||Totaal bebouwd terrein";"ha";"491"
"Heemstede";"||Totaal semi-bebouwd terrein";"ha";"16"
"Heemstede";"Bouwterrein";"ha";"1"
"Heemstede";"||Totaal recreatieterrein";"ha";"69"
"Heemstede";"||Totaal agrarisch terrein";"ha";"151"
"Heemstede";"||Totaal  bos en open natuurlijk terrein";"ha";"143"
"Heemstede";"||Totaal binnenwater";"ha";"47"
"Heemstede";"||Totaal buitenwater";"ha";""
"Heerde";"Totale oppervlakte";"ha";"8042"
"Heerde";"Totaal verkeersterrein";"ha";"234"
"Heerde";"||Totaal bebouwd terrein";"ha";"421"
"Heerde";"||Totaal semi-bebouwd terrein";"ha";"120"
"Heerde";"Bouwterrein";"ha";"100"
"Heerde";"||Totaal recreatieterrein";"ha";"161"
"Heerde";"||Totaal agrarisch terrein";"ha";"3909"
"Heerde";"||Totaal  bos en open natuurlijk terrein";"ha";"3030"
"Heerde";"||Totaal binnenwater";"ha";"168"
"Heerde";"||Totaal buitenwater";"ha";""
"Heerenveen";"Totale oppervlakte";"ha";"19816"
"Heerenveen";"Totaal verkeersterrein";"ha";"618"
"Heerenveen";"||Totaal bebouwd terrein";"ha";"1509"
"Heerenveen";"||Totaal semi-bebouwd terrein";"ha";"324"
"Heerenveen";"Bouwterrein";"ha";"211"
"Heerenveen";"||Totaal recreatieterrein";"ha";"375"
"Heerenveen";"||Totaal agrarisch terrein";"ha";"14602"
"Heerenveen";"||Totaal  bos en open natuurlijk terrein";"ha";"1581"
"Heerenveen";"||Totaal binnenwater";"ha";"808"
"Heerenveen";"||Totaal buitenwater";"ha";""
"Heerewaarden";"Totale oppervlakte";"ha";""
"Heerewaarden";"Totaal verkeersterrein";"ha";""
"Heerewaarden";"||Totaal bebouwd terrein";"ha";""
"Heerewaarden";"||Totaal semi-bebouwd terrein";"ha";""
"Heerewaarden";"Bouwterrein";"ha";""
"Heerewaarden";"||Totaal recreatieterrein";"ha";""
"Heerewaarden";"||Totaal agrarisch terrein";"ha";""
"Heerewaarden";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Heerewaarden";"||Totaal binnenwater";"ha";""
"Heerewaarden";"||Totaal buitenwater";"ha";""
"Heerhugowaard";"Totale oppervlakte";"ha";"3999"
"Heerhugowaard";"Totaal verkeersterrein";"ha";"225"
"Heerhugowaard";"||Totaal bebouwd terrein";"ha";"1074"
"Heerhugowaard";"||Totaal semi-bebouwd terrein";"ha";"139"
"Heerhugowaard";"Bouwterrein";"ha";"125"
"Heerhugowaard";"||Totaal recreatieterrein";"ha";"205"
"Heerhugowaard";"||Totaal agrarisch terrein";"ha";"2111"
"Heerhugowaard";"||Totaal  bos en open natuurlijk terrein";"ha";"66"
"Heerhugowaard";"||Totaal binnenwater";"ha";"178"
"Heerhugowaard";"||Totaal buitenwater";"ha";""
"Heerjansdam";"Totale oppervlakte";"ha";""
"Heerjansdam";"Totaal verkeersterrein";"ha";""
"Heerjansdam";"||Totaal bebouwd terrein";"ha";""
"Heerjansdam";"||Totaal semi-bebouwd terrein";"ha";""
"Heerjansdam";"Bouwterrein";"ha";""
"Heerjansdam";"||Totaal recreatieterrein";"ha";""
"Heerjansdam";"||Totaal agrarisch terrein";"ha";""
"Heerjansdam";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Heerjansdam";"||Totaal binnenwater";"ha";""
"Heerjansdam";"||Totaal buitenwater";"ha";""
"Heerlen";"Totale oppervlakte";"ha";"4553"
"Heerlen";"Totaal verkeersterrein";"ha";"367"
"Heerlen";"||Totaal bebouwd terrein";"ha";"2059"
"Heerlen";"||Totaal semi-bebouwd terrein";"ha";"296"
"Heerlen";"Bouwterrein";"ha";"152"
"Heerlen";"||Totaal recreatieterrein";"ha";"521"
"Heerlen";"||Totaal agrarisch terrein";"ha";"766"
"Heerlen";"||Totaal  bos en open natuurlijk terrein";"ha";"485"
"Heerlen";"||Totaal binnenwater";"ha";"59"
"Heerlen";"||Totaal buitenwater";"ha";""
"Heeze";"Totale oppervlakte";"ha";""
"Heeze";"Totaal verkeersterrein";"ha";""
"Heeze";"||Totaal bebouwd terrein";"ha";""
"Heeze";"||Totaal semi-bebouwd terrein";"ha";""
"Heeze";"Bouwterrein";"ha";""
"Heeze";"||Totaal recreatieterrein";"ha";""
"Heeze";"||Totaal agrarisch terrein";"ha";""
"Heeze";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Heeze";"||Totaal binnenwater";"ha";""
"Heeze";"||Totaal buitenwater";"ha";""
"Heeze-Leende";"Totale oppervlakte";"ha";"10504"
"Heeze-Leende";"Totaal verkeersterrein";"ha";"171"
"Heeze-Leende";"||Totaal bebouwd terrein";"ha";"522"
"Heeze-Leende";"||Totaal semi-bebouwd terrein";"ha";"17"
"Heeze-Leende";"Bouwterrein";"ha";"7"
"Heeze-Leende";"||Totaal recreatieterrein";"ha";"156"
"Heeze-Leende";"||Totaal agrarisch terrein";"ha";"4415"
"Heeze-Leende";"||Totaal  bos en open natuurlijk terrein";"ha";"5120"
"Heeze-Leende";"||Totaal binnenwater";"ha";"103"
"Heeze-Leende";"||Totaal buitenwater";"ha";""
"Heiloo";"Totale oppervlakte";"ha";"1901"
"Heiloo";"Totaal verkeersterrein";"ha";"67"
"Heiloo";"||Totaal bebouwd terrein";"ha";"489"
"Heiloo";"||Totaal semi-bebouwd terrein";"ha";"39"
"Heiloo";"Bouwterrein";"ha";"33"
"Heiloo";"||Totaal recreatieterrein";"ha";"155"
"Heiloo";"||Totaal agrarisch terrein";"ha";"966"
"Heiloo";"||Totaal  bos en open natuurlijk terrein";"ha";"154"
"Heiloo";"||Totaal binnenwater";"ha";"31"
"Heiloo";"||Totaal buitenwater";"ha";""
"Heino";"Totale oppervlakte";"ha";""
"Heino";"Totaal verkeersterrein";"ha";""
"Heino";"||Totaal bebouwd terrein";"ha";""
"Heino";"||Totaal semi-bebouwd terrein";"ha";""
"Heino";"Bouwterrein";"ha";""
"Heino";"||Totaal recreatieterrein";"ha";""
"Heino";"||Totaal agrarisch terrein";"ha";""
"Heino";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Heino";"||Totaal binnenwater";"ha";""
"Heino";"||Totaal buitenwater";"ha";""
"Helden";"Totale oppervlakte";"ha";""
"Helden";"Totaal verkeersterrein";"ha";""
"Helden";"||Totaal bebouwd terrein";"ha";""
"Helden";"||Totaal semi-bebouwd terrein";"ha";""
"Helden";"Bouwterrein";"ha";""
"Helden";"||Totaal recreatieterrein";"ha";""
"Helden";"||Totaal agrarisch terrein";"ha";""
"Helden";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Helden";"||Totaal binnenwater";"ha";""
"Helden";"||Totaal buitenwater";"ha";""
"Den Helder";"Totale oppervlakte";"ha";"17880"
"Den Helder";"Totaal verkeersterrein";"ha";"215"
"Den Helder";"||Totaal bebouwd terrein";"ha";"1344"
"Den Helder";"||Totaal semi-bebouwd terrein";"ha";"177"
"Den Helder";"Bouwterrein";"ha";"117"
"Den Helder";"||Totaal recreatieterrein";"ha";"525"
"Den Helder";"||Totaal agrarisch terrein";"ha";"1715"
"Den Helder";"||Totaal  bos en open natuurlijk terrein";"ha";"549"
"Den Helder";"||Totaal binnenwater";"ha";"219"
"Den Helder";"||Totaal buitenwater";"ha";"13135"
"Hellendoorn";"Totale oppervlakte";"ha";"13899"
"Hellendoorn";"Totaal verkeersterrein";"ha";"318"
"Hellendoorn";"||Totaal bebouwd terrein";"ha";"853"
"Hellendoorn";"||Totaal semi-bebouwd terrein";"ha";"83"
"Hellendoorn";"Bouwterrein";"ha";"71"
"Hellendoorn";"||Totaal recreatieterrein";"ha";"229"
"Hellendoorn";"||Totaal agrarisch terrein";"ha";"8135"
"Hellendoorn";"||Totaal  bos en open natuurlijk terrein";"ha";"4174"
"Hellendoorn";"||Totaal binnenwater";"ha";"108"
"Hellendoorn";"||Totaal buitenwater";"ha";""
"Hellevoetsluis";"Totale oppervlakte";"ha";"4627"
"Hellevoetsluis";"Totaal verkeersterrein";"ha";"163"
"Hellevoetsluis";"||Totaal bebouwd terrein";"ha";"663"
"Hellevoetsluis";"||Totaal semi-bebouwd terrein";"ha";"37"
"Hellevoetsluis";"Bouwterrein";"ha";"26"
"Hellevoetsluis";"||Totaal recreatieterrein";"ha";"226"
"Hellevoetsluis";"||Totaal agrarisch terrein";"ha";"1817"
"Hellevoetsluis";"||Totaal  bos en open natuurlijk terrein";"ha";"243"
"Hellevoetsluis";"||Totaal binnenwater";"ha";"1366"
"Hellevoetsluis";"||Totaal buitenwater";"ha";"112"
"Helmond";"Totale oppervlakte";"ha";"5475"
"Helmond";"Totaal verkeersterrein";"ha";"241"
"Helmond";"||Totaal bebouwd terrein";"ha";"2079"
"Helmond";"||Totaal semi-bebouwd terrein";"ha";"200"
"Helmond";"Bouwterrein";"ha";"175"
"Helmond";"||Totaal recreatieterrein";"ha";"353"
"Helmond";"||Totaal agrarisch terrein";"ha";"1496"
"Helmond";"||Totaal  bos en open natuurlijk terrein";"ha";"949"
"Helmond";"||Totaal binnenwater";"ha";"158"
"Helmond";"||Totaal buitenwater";"ha";""
"Hendrik-Ido-Ambacht";"Totale oppervlakte";"ha";"1190"
"Hendrik-Ido-Ambacht";"Totaal verkeersterrein";"ha";"84"
"Hendrik-Ido-Ambacht";"||Totaal bebouwd terrein";"ha";"432"
"Hendrik-Ido-Ambacht";"||Totaal semi-bebouwd terrein";"ha";"65"
"Hendrik-Ido-Ambacht";"Bouwterrein";"ha";"60"
"Hendrik-Ido-Ambacht";"||Totaal recreatieterrein";"ha";"139"
"Hendrik-Ido-Ambacht";"||Totaal agrarisch terrein";"ha";"324"
"Hendrik-Ido-Ambacht";"||Totaal  bos en open natuurlijk terrein";"ha";"17"
"Hendrik-Ido-Ambacht";"||Totaal binnenwater";"ha";"129"
"Hendrik-Ido-Ambacht";"||Totaal buitenwater";"ha";""
"Hengelo (Gld.)";"Totale oppervlakte";"ha";""
"Hengelo (Gld.)";"Totaal verkeersterrein";"ha";""
"Hengelo (Gld.)";"||Totaal bebouwd terrein";"ha";""
"Hengelo (Gld.)";"||Totaal semi-bebouwd terrein";"ha";""
"Hengelo (Gld.)";"Bouwterrein";"ha";""
"Hengelo (Gld.)";"||Totaal recreatieterrein";"ha";""
"Hengelo (Gld.)";"||Totaal agrarisch terrein";"ha";""
"Hengelo (Gld.)";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Hengelo (Gld.)";"||Totaal binnenwater";"ha";""
"Hengelo (Gld.)";"||Totaal buitenwater";"ha";""
"Hengelo (O.)";"Totale oppervlakte";"ha";"6183"
"Hengelo (O.)";"Totaal verkeersterrein";"ha";"313"
"Hengelo (O.)";"||Totaal bebouwd terrein";"ha";"1961"
"Hengelo (O.)";"||Totaal semi-bebouwd terrein";"ha";"204"
"Hengelo (O.)";"Bouwterrein";"ha";"165"
"Hengelo (O.)";"||Totaal recreatieterrein";"ha";"303"
"Hengelo (O.)";"||Totaal agrarisch terrein";"ha";"2519"
"Hengelo (O.)";"||Totaal  bos en open natuurlijk terrein";"ha";"784"
"Hengelo (O.)";"||Totaal binnenwater";"ha";"99"
"Hengelo (O.)";"||Totaal buitenwater";"ha";""
"'s-Hertogenbosch";"Totale oppervlakte";"ha";"11807"
"'s-Hertogenbosch";"Totaal verkeersterrein";"ha";"699"
"'s-Hertogenbosch";"||Totaal bebouwd terrein";"ha";"2975"
"'s-Hertogenbosch";"||Totaal semi-bebouwd terrein";"ha";"462"
"'s-Hertogenbosch";"Bouwterrein";"ha";"419"
"'s-Hertogenbosch";"||Totaal recreatieterrein";"ha";"790"
"'s-Hertogenbosch";"||Totaal agrarisch terrein";"ha";"5482"
"'s-Hertogenbosch";"||Totaal  bos en open natuurlijk terrein";"ha";"617"
"'s-Hertogenbosch";"||Totaal binnenwater";"ha";"783"
"'s-Hertogenbosch";"||Totaal buitenwater";"ha";""
"Heteren";"Totale oppervlakte";"ha";""
"Heteren";"Totaal verkeersterrein";"ha";""
"Heteren";"||Totaal bebouwd terrein";"ha";""
"Heteren";"||Totaal semi-bebouwd terrein";"ha";""
"Heteren";"Bouwterrein";"ha";""
"Heteren";"||Totaal recreatieterrein";"ha";""
"Heteren";"||Totaal agrarisch terrein";"ha";""
"Heteren";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Heteren";"||Totaal binnenwater";"ha";""
"Heteren";"||Totaal buitenwater";"ha";""
"Heumen";"Totale oppervlakte";"ha";"4154"
"Heumen";"Totaal verkeersterrein";"ha";"167"
"Heumen";"||Totaal bebouwd terrein";"ha";"387"
"Heumen";"||Totaal semi-bebouwd terrein";"ha";"21"
"Heumen";"Bouwterrein";"ha";"15"
"Heumen";"||Totaal recreatieterrein";"ha";"72"
"Heumen";"||Totaal agrarisch terrein";"ha";"2348"
"Heumen";"||Totaal  bos en open natuurlijk terrein";"ha";"982"
"Heumen";"||Totaal binnenwater";"ha";"178"
"Heumen";"||Totaal buitenwater";"ha";""
"Heusden";"Totale oppervlakte";"ha";"8122"
"Heusden";"Totaal verkeersterrein";"ha";"274"
"Heusden";"||Totaal bebouwd terrein";"ha";"1092"
"Heusden";"||Totaal semi-bebouwd terrein";"ha";"80"
"Heusden";"Bouwterrein";"ha";"54"
"Heusden";"||Totaal recreatieterrein";"ha";"217"
"Heusden";"||Totaal agrarisch terrein";"ha";"4685"
"Heusden";"||Totaal  bos en open natuurlijk terrein";"ha";"1540"
"Heusden";"||Totaal binnenwater";"ha";"234"
"Heusden";"||Totaal buitenwater";"ha";""
"Heythuysen";"Totale oppervlakte";"ha";""
"Heythuysen";"Totaal verkeersterrein";"ha";""
"Heythuysen";"||Totaal bebouwd terrein";"ha";""
"Heythuysen";"||Totaal semi-bebouwd terrein";"ha";""
"Heythuysen";"Bouwterrein";"ha";""
"Heythuysen";"||Totaal recreatieterrein";"ha";""
"Heythuysen";"||Totaal agrarisch terrein";"ha";""
"Heythuysen";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Heythuysen";"||Totaal binnenwater";"ha";""
"Heythuysen";"||Totaal buitenwater";"ha";""
"Hillegom";"Totale oppervlakte";"ha";"1347"
"Hillegom";"Totaal verkeersterrein";"ha";"51"
"Hillegom";"||Totaal bebouwd terrein";"ha";"407"
"Hillegom";"||Totaal semi-bebouwd terrein";"ha";"11"
"Hillegom";"Bouwterrein";"ha";"8"
"Hillegom";"||Totaal recreatieterrein";"ha";"53"
"Hillegom";"||Totaal agrarisch terrein";"ha";"748"
"Hillegom";"||Totaal  bos en open natuurlijk terrein";"ha";"18"
"Hillegom";"||Totaal binnenwater";"ha";"59"
"Hillegom";"||Totaal buitenwater";"ha";""
"Hilvarenbeek";"Totale oppervlakte";"ha";"9651"
"Hilvarenbeek";"Totaal verkeersterrein";"ha";"186"
"Hilvarenbeek";"||Totaal bebouwd terrein";"ha";"393"
"Hilvarenbeek";"||Totaal semi-bebouwd terrein";"ha";"41"
"Hilvarenbeek";"Bouwterrein";"ha";"38"
"Hilvarenbeek";"||Totaal recreatieterrein";"ha";"356"
"Hilvarenbeek";"||Totaal agrarisch terrein";"ha";"5670"
"Hilvarenbeek";"||Totaal  bos en open natuurlijk terrein";"ha";"2838"
"Hilvarenbeek";"||Totaal binnenwater";"ha";"166"
"Hilvarenbeek";"||Totaal buitenwater";"ha";""
"Hilversum";"Totale oppervlakte";"ha";"4635"
"Hilversum";"Totaal verkeersterrein";"ha";"211"
"Hilversum";"||Totaal bebouwd terrein";"ha";"1499"
"Hilversum";"||Totaal semi-bebouwd terrein";"ha";"76"
"Hilversum";"Bouwterrein";"ha";"46"
"Hilversum";"||Totaal recreatieterrein";"ha";"221"
"Hilversum";"||Totaal agrarisch terrein";"ha";"595"
"Hilversum";"||Totaal  bos en open natuurlijk terrein";"ha";"1958"
"Hilversum";"||Totaal binnenwater";"ha";"74"
"Hilversum";"||Totaal buitenwater";"ha";""
"Hoevelaken";"Totale oppervlakte";"ha";""
"Hoevelaken";"Totaal verkeersterrein";"ha";""
"Hoevelaken";"||Totaal bebouwd terrein";"ha";""
"Hoevelaken";"||Totaal semi-bebouwd terrein";"ha";""
"Hoevelaken";"Bouwterrein";"ha";""
"Hoevelaken";"||Totaal recreatieterrein";"ha";""
"Hoevelaken";"||Totaal agrarisch terrein";"ha";""
"Hoevelaken";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Hoevelaken";"||Totaal binnenwater";"ha";""
"Hoevelaken";"||Totaal buitenwater";"ha";""
"Hoeven";"Totale oppervlakte";"ha";""
"Hoeven";"Totaal verkeersterrein";"ha";""
"Hoeven";"||Totaal bebouwd terrein";"ha";""
"Hoeven";"||Totaal semi-bebouwd terrein";"ha";""
"Hoeven";"Bouwterrein";"ha";""
"Hoeven";"||Totaal recreatieterrein";"ha";""
"Hoeven";"||Totaal agrarisch terrein";"ha";""
"Hoeven";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Hoeven";"||Totaal binnenwater";"ha";""
"Hoeven";"||Totaal buitenwater";"ha";""
"Hof van Twente";"Totale oppervlakte";"ha";"21541"
"Hof van Twente";"Totaal verkeersterrein";"ha";"663"
"Hof van Twente";"||Totaal bebouwd terrein";"ha";"937"
"Hof van Twente";"||Totaal semi-bebouwd terrein";"ha";"154"
"Hof van Twente";"Bouwterrein";"ha";"71"
"Hof van Twente";"||Totaal recreatieterrein";"ha";"390"
"Hof van Twente";"||Totaal agrarisch terrein";"ha";"15676"
"Hof van Twente";"||Totaal  bos en open natuurlijk terrein";"ha";"3435"
"Hof van Twente";"||Totaal binnenwater";"ha";"285"
"Hof van Twente";"||Totaal buitenwater";"ha";""
"Hollands Kroon";"Totale oppervlakte";"ha";"66220"
"Hollands Kroon";"Totaal verkeersterrein";"ha";"982"
"Hollands Kroon";"||Totaal bebouwd terrein";"ha";"1203"
"Hollands Kroon";"||Totaal semi-bebouwd terrein";"ha";"655"
"Hollands Kroon";"Bouwterrein";"ha";"364"
"Hollands Kroon";"||Totaal recreatieterrein";"ha";"386"
"Hollands Kroon";"||Totaal agrarisch terrein";"ha";"31591"
"Hollands Kroon";"||Totaal  bos en open natuurlijk terrein";"ha";"917"
"Hollands Kroon";"||Totaal binnenwater";"ha";"12617"
"Hollands Kroon";"||Totaal buitenwater";"ha";"17868"
"Holten";"Totale oppervlakte";"ha";""
"Holten";"Totaal verkeersterrein";"ha";""
"Holten";"||Totaal bebouwd terrein";"ha";""
"Holten";"||Totaal semi-bebouwd terrein";"ha";""
"Holten";"Bouwterrein";"ha";""
"Holten";"||Totaal recreatieterrein";"ha";""
"Holten";"||Totaal agrarisch terrein";"ha";""
"Holten";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Holten";"||Totaal binnenwater";"ha";""
"Holten";"||Totaal buitenwater";"ha";""
"Hontenisse";"Totale oppervlakte";"ha";""
"Hontenisse";"Totaal verkeersterrein";"ha";""
"Hontenisse";"||Totaal bebouwd terrein";"ha";""
"Hontenisse";"||Totaal semi-bebouwd terrein";"ha";""
"Hontenisse";"Bouwterrein";"ha";""
"Hontenisse";"||Totaal recreatieterrein";"ha";""
